go_name,go_id,rel_type,parent_terms
macrolide biosynthetic process,GO:0033068,IS_A,GO:0033067|GO:0017000|GO:1901336|GO:0030639
vancomycin biosynthetic process,GO:0033072,IS_A,GO:0019184|GO:1901137|GO:0030651|GO:0033071
iron import into cell,GO:0033212,IS_A,GO:0006826|GO:0006879|GO:0098657|GO:0051649
response to vitamin D,GO:0033280,IS_A,GO:0033273|GO:0033993|GO:1901700|GO:0014070
hydroxyectoine transport,GO:0033308,IS_A,GO:0015850|GO:0015849|GO:0015697|GO:0015718
kaempferol O-glucoside biosynthetic process,GO:0033330,IS_A,GO:0051553|GO:1901617|GO:1901806|GO:0033329
coniferin metabolic process,GO:0033491,IS_A,GO:0018904|GO:1901360|GO:1901804|GO:0006725
ferulate metabolic process,GO:0033494,IS_A,GO:0032787|GO:0120254|GO:0018904|GO:0018958
phytol biosynthetic process,GO:0033520,IS_A,GO:0033306|GO:1903175|GO:0034309|GO:0016102
positive regulation of mammary gland epithelial cell proliferation,GO:0033601,IS_A,GO:0051094|GO:0033599|GO:0050679|GO:0051240
cellular polysaccharide biosynthetic process,GO:0033692,IS_A,GO:0034637|GO:0000271|GO:0034645|GO:0044264
ascospore wall chitin biosynthetic process,GO:0034217,IS_A,GO:0034218|GO:1903046|GO:0034221|GO:0044106
glutathione transport,GO:0034635,IS_A,GO:0072337|GO:0015711|GO:0072348|GO:0042939
retinoic acid catabolic process,GO:0034653,IS_A,GO:0072329|GO:0016103|GO:0042363|GO:0042573
neurotransmitter receptor internalization,GO:0099590,IS_A,GO:0072594|GO:0031623|GO:0099637|GO:0098657
neurotransmitter receptor transport,GO:0099646,IS_A,GO:0072594|GO:0099637|GO:0036010|GO:0048227
regulation of UDP-N-acetylglucosamine biosynthetic process,GO:0106278,IS_A,GO:0031326|GO:0062012|GO:0019219|GO:0051174
positive regulation of aggregation involved in sorocarp development,GO:0110013,IS_A,GO:0032109|GO:0010647|GO:0051094|GO:0060176
negative regulation of aggregation involved in sorocarp development,GO:0110014,IS_A,GO:0060176|GO:0032108|GO:0051093|GO:0010648
positive regulation of elastin catabolic process,GO:0110015,IS_A,GO:0045732|GO:0060310|GO:1903020|GO:0031331
positive regulation of mitotic spindle organization,GO:0110028,IS_A,GO:0060236|GO:0045931|GO:0051495|GO:0090068
negative regulation of nematode male tail tip morphogenesis,GO:0110038,IS_A,GO:2000242|GO:0051241|GO:0051093|GO:0110037
positive regulation of nematode male tail tip morphogenesis,GO:0110039,IS_A,GO:0051094|GO:0051240|GO:2000243|GO:0110037
negative regulation of CRISPR-cas system,GO:0110133,IS_A,GO:0002832|GO:0032102|GO:0110132|GO:0031348
mitochondrial ADP transmembrane transport,GO:0140021,IS_A,GO:1901679|GO:0015866|GO:1990542|GO:0072530
calcium ion import into vacuole,GO:0140146,IS_A,GO:0060401|GO:0034486|GO:0070588|GO:1901660
positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,GO:0140196,IS_A,GO:0106071|GO:0051240|GO:0140192|GO:0071879
negative regulation of D-aspartate import across plasma membrane,GO:0140216,IS_A,GO:0051956|GO:0032369|GO:1903960|GO:0140215
positive regulation of D-aspartate import across plasma membrane,GO:0140217,IS_A,GO:0140215|GO:1903961|GO:0032370|GO:0051957
positive regulation of protein localization to meiotic spindle pole body,GO:0140434,IS_A,GO:0090068|GO:0140433|GO:1902365|GO:2000243
negative regulation of protein localization to meiotic spindle pole body,GO:0140435,IS_A,GO:0140433|GO:0010948|GO:1902364|GO:2000242
5-aminolevulinic acid import across plasma membrane,GO:0140484,IS_A,GO:0089718|GO:0015695|GO:0098655|GO:0015718
regulation of trichome patterning,GO:1900032,IS_A,GO:0045595|GO:0010646|GO:0023051|GO:0051239
negative regulation of trichome patterning,GO:1900033,IS_A,GO:1900032|GO:0010648|GO:0023057|GO:0051241
regulation of inositol biosynthetic process,GO:1900088,IS_A,GO:0031326|GO:1902930|GO:0010675|GO:0043255
negative regulation of inositol biosynthetic process,GO:1900089,IS_A,GO:0010677|GO:1902931|GO:0031327|GO:1900088
positive regulation of inositol biosynthetic process,GO:1900090,IS_A,GO:0031328|GO:0010676|GO:1902932|GO:1900088
negative regulation of plasma cell differentiation,GO:1900099,IS_A,GO:0050777|GO:0002698|GO:0045578|GO:1900098
positive regulation of plasma cell differentiation,GO:1900100,IS_A,GO:0050778|GO:0002699|GO:0045579|GO:1900098
negative regulation of hyaluronan biosynthetic process,GO:1900126,IS_A,GO:0045912|GO:0051172|GO:1900125|GO:0010558
positive regulation of hyaluronan biosynthetic process,GO:1900127,IS_A,GO:1900125|GO:0051173|GO:0010557|GO:0045913
regulation of renin secretion into blood stream,GO:1900133,IS_A,GO:0050708|GO:0003073|GO:0098801|GO:0044060
negative regulation of chemokine activity,GO:1900137,IS_A,GO:0030336|GO:0050922|GO:0060302|GO:1900136
positive regulation of BMP secretion,GO:1900144,IS_A,GO:2001284|GO:0050714|GO:0010647|GO:0023056
negative regulation of nodal signaling pathway involved in determination of left/right asymmetry,GO:1900146,IS_A,GO:1900145|GO:0051241|GO:1900108|GO:0051093
negative regulation of aflatoxin biosynthetic process,GO:1900178,IS_A,GO:0062014|GO:1900377|GO:1900177|GO:0031327
positive regulation of aflatoxin biosynthetic process,GO:1900179,IS_A,GO:1900378|GO:1900177|GO:0031328|GO:0062013
beta-lactam antibiotic metabolic process,GO:0030653,IS_A,GO:0044106|GO:0016999|GO:1901360|GO:0072338
vitelline membrane formation,GO:0030704,IS_A,GO:0085029|GO:0010927|GO:0003006|GO:0035803
anterior/posterior axis specification,GO:0030714,IS_A,GO:0003006|GO:0022412|GO:0009798|GO:0016334
negative regulation of nucleotide catabolic process,GO:0030812,IS_A,GO:0031330|GO:0031327|GO:0045980|GO:0030811
positive regulation of nucleotide catabolic process,GO:0030813,IS_A,GO:0031328|GO:0045981|GO:0031331|GO:0030811
negative regulation of actin filament depolymerization,GO:0030835,IS_A,GO:1901880|GO:1902904|GO:0030834|GO:0051494
positive regulation of actin filament depolymerization,GO:0030836,IS_A,GO:1902905|GO:0051495|GO:1901881|GO:0030834
negative regulation of actin filament polymerization,GO:0030837,IS_A,GO:0051494|GO:0030833|GO:1902904|GO:0032272
positive regulation of actin filament polymerization,GO:0030838,IS_A,GO:0030833|GO:1902905|GO:0032273|GO:0051495
positive regulation of septation initiation signaling,GO:0031031,IS_A,GO:0010973|GO:1903438|GO:0031029|GO:0046579
negative regulation of microtubule polymerization,GO:0031115,IS_A,GO:0032272|GO:0031111|GO:1902904|GO:0031113
positive regulation of microtubule polymerization,GO:0031116,IS_A,GO:0032273|GO:0031113|GO:0031112|GO:1902905
positive regulation of microtubule depolymerization,GO:0031117,IS_A,GO:1901881|GO:0031114|GO:1902905|GO:0031112
1-(3,GO:0031147,IS_A,GO:0042537|GO:0018904|GO:0042180|GO:0018958
DIF-1 biosynthetic process,GO:0031148,IS_A,GO:1901503|GO:0031147|GO:0042181|GO:0046189
negative regulation of guanylate cyclase activity,GO:0031283,IS_A,GO:1900372|GO:0051350|GO:0031280|GO:0031282
positive regulation of guanylate cyclase activity,GO:0031284,IS_A,GO:0031282|GO:0051349|GO:1900373|GO:0031281
negative regulation of sorocarp stalk cell differentiation,GO:0031286,IS_A,GO:0032108|GO:0045596|GO:0031285|GO:0075262
positive regulation of sorocarp stalk cell differentiation,GO:0031287,IS_A,GO:0031285|GO:0075261|GO:0032109|GO:0045597
negative regulation of sulfur amino acid metabolic process,GO:0031336,IS_A,GO:0051175|GO:0062014|GO:0051172|GO:0031335
positive regulation of sulfur amino acid metabolic process,GO:0031337,IS_A,GO:0051173|GO:0062013|GO:0051176|GO:0031335
negative regulation of heterochromatin assembly,GO:0031452,IS_A,GO:0031445|GO:2001251|GO:0045798|GO:0120262
positive regulation of heterochromatin assembly,GO:0031453,IS_A,GO:0120263|GO:0045799|GO:0044089|GO:0031445
pericentric heterochromatin assembly,GO:0031508,IS_A,GO:0140462|GO:0010629|GO:0031507|GO:0031055
negative regulation of brain-derived neurotrophic factor-activated receptor activity,GO:0031552,IS_A,GO:0031549|GO:0031551|GO:0061099|GO:2000272
positive regulation of brain-derived neurotrophic factor-activated receptor activity,GO:0031553,IS_A,GO:0061098|GO:2000273|GO:0031550|GO:0031551
wybutosine biosynthetic process,GO:0031591,IS_A,GO:0031590|GO:0006400|GO:1901566|GO:1901659
regulation of lipopolysaccharide-mediated signaling pathway,GO:0031664,IS_A,GO:0009966|GO:0002831|GO:0043900|GO:0032101
cellular response to extracellular stimulus,GO:0031668,IS_A,GO:0009991|GO:0007154|GO:0071496|GO:0051716
pyridoxal phosphate transport,GO:0031921,IS_A,GO:0015711|GO:0015748|GO:0015850|GO:0031919
negative regulation of glucocorticoid metabolic process,GO:0031944,IS_A,GO:0045939|GO:0031324|GO:0031943|GO:0032351
positive regulation of glucocorticoid metabolic process,GO:0031945,IS_A,GO:0045940|GO:0032352|GO:0031325|GO:0031943
negative regulation of glucocorticoid catabolic process,GO:0031950,IS_A,GO:0031949|GO:0031944|GO:0050995|GO:0031330
positive regulation of glucocorticoid catabolic process,GO:0031951,IS_A,GO:0031945|GO:0050996|GO:0031949|GO:0031331
negative regulation of fatty acid beta-oxidation,GO:0031999,IS_A,GO:0046322|GO:0031330|GO:0050995|GO:0031998
positive regulation of fatty acid beta-oxidation,GO:0032000,IS_A,GO:0031998|GO:0031331|GO:0046321|GO:0050996
ascospore-type prospore membrane formation,GO:0032120,IS_A,GO:0071709|GO:1903046|GO:0003006|GO:0010927
negative regulation of telomere maintenance via recombination,GO:0032208,IS_A,GO:0032207|GO:0048239|GO:0045950|GO:0032205
positive regulation of telomere maintenance via recombination,GO:0032209,IS_A,GO:0045951|GO:0072696|GO:0032207|GO:0032206
positive regulation of actin filament bundle assembly,GO:0032233,IS_A,GO:0044089|GO:0032231|GO:1902905|GO:0051495
prostaglandin secretion,GO:0032310,IS_A,GO:0140353|GO:0015732|GO:0023061|GO:0032309
regulation of aldosterone biosynthetic process,GO:0032347,IS_A,GO:1902930|GO:0090030|GO:0032344|GO:0010566
negative regulation of aldosterone biosynthetic process,GO:0032348,IS_A,GO:0090032|GO:0032347|GO:1902931|GO:0032345
positive regulation of aldosterone biosynthetic process,GO:0032349,IS_A,GO:0032347|GO:0032346|GO:0090031|GO:1902932
FMN catabolic process,GO:0032363,IS_A,GO:0046444|GO:0009158|GO:0042728|GO:0009261
plant-type sporogenesis,GO:0048236,IS_A,GO:0048869|GO:0051321|GO:1903046|GO:0034293
positive regulation of short-day photoperiodism,GO:0048576,IS_A,GO:0048584|GO:2000243|GO:0048587|GO:0048582
negative regulation of short-day photoperiodism,GO:0048577,IS_A,GO:0048587|GO:2000242|GO:0048585|GO:0048581
positive regulation of long-day photoperiodism,GO:0048578,IS_A,GO:0048584|GO:0048582|GO:0048586|GO:2000243
negative regulation of long-day photoperiodism,GO:0048579,IS_A,GO:2000242|GO:0048581|GO:0048585|GO:0048586
negative regulation of collateral sprouting,GO:0048671,IS_A,GO:0048670|GO:0048640|GO:0050771|GO:0030308
positive regulation of collateral sprouting,GO:0048672,IS_A,GO:0030307|GO:0048639|GO:0048670|GO:0050772
positive regulation of axon regeneration,GO:0048680,IS_A,GO:0070572|GO:0032103|GO:0048679|GO:1903036
negative regulation of axon regeneration,GO:0048681,IS_A,GO:1903035|GO:0070571|GO:0032102|GO:0048679
positive regulation of sprouting of injured axon,GO:0048687,IS_A,GO:0048680|GO:0048639|GO:0048686|GO:0030307
negative regulation of sprouting of injured axon,GO:0048688,IS_A,GO:0030308|GO:0048686|GO:0048640|GO:0048681
positive regulation of skeletal muscle fiber development,GO:0048743,IS_A,GO:0010720|GO:0048643|GO:0051155|GO:0048742
cotyledon morphogenesis,GO:0048826,IS_A,GO:0090698|GO:0003006|GO:0009965|GO:0048598
regulation of defense response to virus,GO:0050688,IS_A,GO:0002831|GO:0002697|GO:0032101|GO:0031347
negative regulation of protein secretion,GO:0050709,IS_A,GO:0051224|GO:1903531|GO:0002792|GO:0050708
positive regulation of protein secretion,GO:0050714,IS_A,GO:0051222|GO:0002793|GO:0050708|GO:1903532
peptide cross-linking via S-[5'-(L-tryptoph-6'-yl)-L-tyrosin-3'-yl]-L-methionin-S-ium,GO:0050739,IS_A,GO:0018212|GO:0018149|GO:0018206|GO:0018211
positive regulation of dendrite morphogenesis,GO:0050775,IS_A,GO:0050769|GO:0048814|GO:0031346|GO:0010770
regulation of acyl-CoA biosynthetic process,GO:0050812,IS_A,GO:0042762|GO:0034248|GO:0019217|GO:1900371
regulation of membrane protein ectodomain proteolysis,GO:0051043,IS_A,GO:0031329|GO:0030162|GO:0032268|GO:0042176
positive regulation of membrane protein ectodomain proteolysis,GO:0051044,IS_A,GO:0045732|GO:0051043|GO:0045862|GO:0031331
negative regulation of membrane protein ectodomain proteolysis,GO:0051045,IS_A,GO:0045861|GO:0031330|GO:0042177|GO:0051043
D-aspartate transport,GO:0070777,IS_A,GO:0015740|GO:0042940|GO:0015718|GO:0006869
response to biotin,GO:0070781,IS_A,GO:0033273|GO:0010243|GO:0014070|GO:1901700
glycerol-2-phosphate transmembrane transport,GO:0070811,IS_A,GO:1901264|GO:0015711|GO:0098656|GO:0015748
regulation of bile acid biosynthetic process,GO:0070857,IS_A,GO:0031326|GO:1904251|GO:0010565|GO:0050810
negative regulation of bile acid biosynthetic process,GO:0070858,IS_A,GO:0010894|GO:1904252|GO:0070857|GO:0031327
positive regulation of bile acid biosynthetic process,GO:0070859,IS_A,GO:0070857|GO:1904253|GO:0031328|GO:0010893
transepithelial L-ascorbic acid transport,GO:0070904,IS_A,GO:0046942|GO:0070633|GO:0008643|GO:0015849
negative regulation of ATP:ADP antiporter activity,GO:0070927,IS_A,GO:0070926|GO:0032413|GO:0032240|GO:1903960
biphenyl catabolic process,GO:0070980,IS_A,GO:1901361|GO:0019439|GO:0018879|GO:0042178
negative regulation of phospholipid biosynthetic process,GO:0071072,IS_A,GO:0031327|GO:0051055|GO:0071071|GO:1903726
positive regulation of phospholipid biosynthetic process,GO:0071073,IS_A,GO:0046889|GO:1903727|GO:0031328|GO:0071071
adenosine 3',GO:0071106,IS_A,GO:0051503|GO:1901679|GO:0072530|GO:0015868
cellular response to abscisic acid stimulus,GO:0071215,IS_A,GO:0032870|GO:0097306|GO:0009737|GO:0071396
cellular response to lipopolysaccharide,GO:0071222,IS_A,GO:0032496|GO:0071396|GO:1901701|GO:0071219
cellular response to peptidoglycan,GO:0071224,IS_A,GO:0032494|GO:1901701|GO:0071417|GO:0071219
cellular response to amino acid stimulus,GO:0071230,IS_A,GO:0071417|GO:0071229|GO:0043200|GO:1901701
cellular response to brefeldin A,GO:0071238,IS_A,GO:0031001|GO:0071407|GO:0071236|GO:1901701
cellular response to nitrate,GO:0071249,IS_A,GO:0071241|GO:0010167|GO:1902170|GO:1901701
cellular response to nitrite,GO:0071250,IS_A,GO:0071241|GO:1902170|GO:0080033|GO:1901701
homocysteine biosynthetic process,GO:0071268,IS_A,GO:0000097|GO:0050667|GO:0008652|GO:1901607
cellular response to cobalamin,GO:0071297,IS_A,GO:0071417|GO:0071407|GO:0033590|GO:0071295
cellular response to vitamin B1,GO:0071301,IS_A,GO:0071295|GO:0010266|GO:0071417|GO:0071407
cellular response to vitamin B2,GO:0071302,IS_A,GO:0033274|GO:0071417|GO:0071407|GO:0071295
cellular response to vitamin B6,GO:0071304,IS_A,GO:0071407|GO:0071295|GO:0071417|GO:0034516
cellular response to vitamin E,GO:0071306,IS_A,GO:1901701|GO:0071295|GO:0033197|GO:0071407
cellular response to cocaine,GO:0071314,IS_A,GO:1901701|GO:0042220|GO:0071407|GO:0071312
cellular response to ATP,GO:0071318,IS_A,GO:0033198|GO:0071407|GO:1901701|GO:0071417
cellular response to cAMP,GO:0071320,IS_A,GO:0071407|GO:0071417|GO:0051591|GO:1901701
cellular response to cGMP,GO:0071321,IS_A,GO:1901701|GO:0071407|GO:0070305|GO:0071417
cellular response to gibberellin stimulus,GO:0071370,IS_A,GO:0071396|GO:0032870|GO:1901701|GO:0009739
cellular response to prostaglandin E stimulus,GO:0071380,IS_A,GO:0071379|GO:1901655|GO:0097306|GO:0034695
cellular response to prostaglandin I stimulus,GO:0071382,IS_A,GO:0034697|GO:0071407|GO:0071379|GO:1901701
cellular response to steroid hormone stimulus,GO:0071383,IS_A,GO:0071396|GO:0032870|GO:0071407|GO:0048545
cellular response to cortisol stimulus,GO:0071387,IS_A,GO:0071385|GO:1901655|GO:0051414|GO:0097306
cellular response to cortisone stimulus,GO:0071388,IS_A,GO:0071385|GO:0097306|GO:1901655|GO:0051413
cellular response to ecdysone,GO:0071390,IS_A,GO:1901655|GO:0097306|GO:0035075|GO:0036315
cellular response to estradiol stimulus,GO:0071392,IS_A,GO:0071407|GO:0032355|GO:1901701|GO:0071396
cellular response to testosterone stimulus,GO:0071394,IS_A,GO:0033574|GO:1901655|GO:0071407|GO:0071396
cellular response to methotrexate,GO:0071414,IS_A,GO:0071407|GO:0031427|GO:1901701|GO:0071417
cellular response to organonitrogen compound,GO:0071417,IS_A,GO:0071495|GO:0010243|GO:1901699|GO:0071310
cellular response to water stimulus,GO:0071462,IS_A,GO:0071229|GO:1901701|GO:0009415|GO:0071214
otic vesicle development,GO:0071599,IS_A,GO:0035295|GO:0007423|GO:0060429|GO:0048839
phytosphingosine biosynthetic process,GO:0071602,IS_A,GO:0046520|GO:0006671|GO:0046173|GO:0044271
cellular response to indole-3-methanol,GO:0071681,IS_A,GO:0071417|GO:0097306|GO:0071407|GO:0071680
cellular response to nitric oxide,GO:0071732,IS_A,GO:0071731|GO:0071241|GO:1902170|GO:0034614
bacillithiol biosynthetic process,GO:0071793,IS_A,GO:0044272|GO:0046394|GO:0071792|GO:0016138
cellular response to prostaglandin D stimulus,GO:0071799,IS_A,GO:1901655|GO:0071379|GO:0097306|GO:0071798
cellular response to catecholamine stimulus,GO:0071870,IS_A,GO:1901701|GO:0071869|GO:0071407|GO:0071868
thiamine transmembrane transport,GO:0071934,IS_A,GO:0045117|GO:0015888|GO:0072531|GO:0035461
vitamin A transport,GO:0071938,IS_A,GO:0034633|GO:0015718|GO:0015849|GO:0051180
renal vesicle induction,GO:0072034,IS_A,GO:1905332|GO:0090184|GO:0031128|GO:0110110
negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis,GO:0072040,IS_A,GO:2001054|GO:1904673|GO:0072039|GO:1902338
positive regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis,GO:0072041,IS_A,GO:1902339|GO:0072039|GO:1904674|GO:2001055
negative regulation of mesenchymal cell proliferation involved in ureter development,GO:0072200,IS_A,GO:0072199|GO:0051241|GO:0072201|GO:0051093
regulation of mitotic cell cycle spindle assembly checkpoint,GO:0090266,IS_A,GO:0030071|GO:0033047|GO:1903504|GO:0007088
negative regulation of intracellular protein transport,GO:0090317,IS_A,GO:0032387|GO:0051224|GO:1903828|GO:0033157
seed trichome elongation,GO:0090378,IS_A,GO:0000904|GO:0003006|GO:0009826|GO:0022412
L-serine transmembrane import into vacuole,GO:0090516,IS_A,GO:0015825|GO:0098655|GO:1902475|GO:0034491
response to thyroxine,GO:0097068,IS_A,GO:0043200|GO:0014070|GO:0097066|GO:1904386
cellular response to methylglyoxal,GO:0097238,IS_A,GO:0110096|GO:0071310|GO:0051595|GO:1901655
7-cyano-7-deazaguanine biosynthetic process,GO:0097288,IS_A,GO:1901362|GO:0080028|GO:0018130|GO:0097287
alpha-ribazole metabolic process,GO:0097289,IS_A,GO:1901657|GO:0046483|GO:1901564|GO:1901360
regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,GO:0098696,IS_A,GO:1905475|GO:1904375|GO:0065008|GO:1902683
adenine import across plasma membrane,GO:0098702,IS_A,GO:0015853|GO:1904823|GO:0098739|GO:0098657
L-glutamate import across plasma membrane,GO:0098712,IS_A,GO:0051938|GO:0015813|GO:0140354|GO:0089718
modulation of excitatory postsynaptic potential,GO:0098815,IS_A,GO:0009966|GO:0031644|GO:0042391|GO:0050804
neurotransmitter receptor transport to plasma membrane,GO:0098877,IS_A,GO:0099637|GO:0098876|GO:0090150|GO:1990778
receptor diffusion trapping,GO:0098953,IS_A,GO:1990778|GO:0031503|GO:0051668|GO:0072657
dendritic transport of ribonucleoprotein complex,GO:0098961,IS_A,GO:0050658|GO:0099640|GO:0031503|GO:0098935
neurotransmitter receptor transport to postsynaptic membrane,GO:0098969,IS_A,GO:1903540|GO:0098877|GO:0099072|GO:0097120
axonal transport of messenger ribonucleoprotein complex,GO:0099088,IS_A,GO:0099640|GO:0098930|GO:0050658|GO:0031503
calcium export from the mitochondrion,GO:0099093,IS_A,GO:1990542|GO:1901660|GO:0006851|GO:0051209
regulation of postsynaptic neurotransmitter receptor internalization,GO:0099149,IS_A,GO:0051223|GO:0002090|GO:0065008|GO:1903827
GMP biosynthetic process,GO:0006177,IS_A,GO:0009168|GO:1901070|GO:0009152|GO:0046037
GTP biosynthetic process,GO:0006183,IS_A,GO:0009152|GO:1901070|GO:0046039|GO:0009206
chromatin silencing,GO:0006342,IS_A,GO:0045814|GO:0045892|GO:0016458|GO:0097549
regulation of translation,GO:0006417,IS_A,GO:2000112|GO:0032268|GO:0034248|GO:0010608
GPI anchor biosynthetic process,GO:0006506,IS_A,GO:0006497|GO:0009247|GO:0006661|GO:0006505
glycoprotein catabolic process,GO:0006516,IS_A,GO:0030163|GO:1901136|GO:0009100|GO:0044265
asparagine catabolic process,GO:0006530,IS_A,GO:0009063|GO:0006528|GO:0009068|GO:0009065
aspartate biosynthetic process,GO:0006532,IS_A,GO:0006531|GO:0009067|GO:0043650|GO:0008652
aspartate catabolic process,GO:0006533,IS_A,GO:0009063|GO:0043649|GO:0009068|GO:0006531
glutamate biosynthetic process,GO:0006537,IS_A,GO:0008652|GO:0009084|GO:0043650|GO:0006536
glutamate catabolic process,GO:0006538,IS_A,GO:0043649|GO:0006536|GO:0009063|GO:0009065
creatinine catabolic process,GO:0006602,IS_A,GO:0046449|GO:0072340|GO:1901565|GO:1901361
platelet activating factor biosynthetic process,GO:0006663,IS_A,GO:0008611|GO:0046474|GO:0046469|GO:1901566
sphingomyelin biosynthetic process,GO:0006686,IS_A,GO:0043604|GO:0008654|GO:0006684|GO:0030148
ecdysone biosynthetic process,GO:0006697,IS_A,GO:0016126|GO:0045456|GO:0008205|GO:1902653
progesterone biosynthetic process,GO:0006701,IS_A,GO:0042181|GO:0042448|GO:0120255|GO:0006700
ecdysone catabolic process,GO:0006708,IS_A,GO:0046344|GO:0016127|GO:0008205|GO:0046164
progesterone catabolic process,GO:0006709,IS_A,GO:0008208|GO:0042182|GO:0042448|GO:0120256
farnesol biosynthetic process,GO:0006715,IS_A,GO:0016094|GO:0016106|GO:0034309|GO:0016487
glutathione catabolic process,GO:0006751,IS_A,GO:0006749|GO:0044273|GO:0042219|GO:0043171
ATP generation from ADP,GO:0006757,IS_A,GO:0046034|GO:0006091|GO:0046031|GO:0006165
nicotinamide metabolic process,GO:0006769,IS_A,GO:0006767|GO:0043603|GO:0009820|GO:0072524
negative regulation of microtubule depolymerization,GO:0007026,IS_A,GO:1902904|GO:0031111|GO:0031114|GO:1901880
negative regulation of axonemal microtubule depolymerization,GO:0007027,IS_A,GO:0007026|GO:0031345|GO:0120035|GO:0010937
negative regulation of epidermal growth factor-activated receptor activity,GO:0007175,IS_A,GO:0061099|GO:2000272|GO:0007176|GO:0042059
Nebenkern assembly,GO:0007287,IS_A,GO:0007005|GO:0070925|GO:0003006|GO:0022412
eggshell chorion assembly,GO:0007306,IS_A,GO:0010927|GO:0045229|GO:0022412|GO:0003006
dorsal/ventral axis specification,GO:0008069,IS_A,GO:0003006|GO:0022412|GO:0016334|GO:0009950
para-aminobenzoic acid biosynthetic process,GO:0008153,IS_A,GO:0009073|GO:0046482|GO:0072330|GO:0008652
negative regulation of antimicrobial humoral response,GO:0008348,IS_A,GO:0032102|GO:0002832|GO:0002921|GO:0002759
pyridoxine biosynthetic process,GO:0008615,IS_A,GO:0008614|GO:0019438|GO:0042819|GO:1901617
phospholipid biosynthetic process,GO:0008654,IS_A,GO:0090407|GO:0006644|GO:0008610|GO:0044249
aromatic amino acid family metabolic process,GO:0009072,IS_A,GO:0006082|GO:1901360|GO:0006725|GO:1901564
methionine biosynthetic process,GO:0009086,IS_A,GO:0008652|GO:0006555|GO:0000097|GO:0009067
methionine catabolic process,GO:0009087,IS_A,GO:0000098|GO:0009063|GO:0006555|GO:0009068
cysteine catabolic process,GO:0009093,IS_A,GO:0009063|GO:0006534|GO:0009071|GO:0000098
L-phenylalanine biosynthetic process,GO:0009094,IS_A,GO:0008652|GO:0006558|GO:1902223|GO:0009095
glycoprotein biosynthetic process,GO:0009101,IS_A,GO:1901566|GO:1901137|GO:0034645|GO:0009100
lipopolysaccharide biosynthetic process,GO:0009103,IS_A,GO:0008653|GO:1901137|GO:0033692|GO:0008610
lipopolysaccharide catabolic process,GO:0009104,IS_A,GO:0044247|GO:0008653|GO:0044242|GO:1901136
lipoate metabolic process,GO:0009106,IS_A,GO:0006631|GO:0046483|GO:0006790|GO:1901360
purine nucleobase biosynthetic process,GO:0009113,IS_A,GO:0046148|GO:0046112|GO:0006144|GO:0072522
purine deoxyribonucleotide catabolic process,GO:0009155,IS_A,GO:0009264|GO:0046386|GO:0009151|GO:0006195
nucleoside biosynthetic process,GO:0009163,IS_A,GO:0009116|GO:0034404|GO:1901659|GO:1901566
nucleoside catabolic process,GO:0009164,IS_A,GO:0009116|GO:1901658|GO:0034656|GO:1901565
pyrimidine deoxyribonucleotide catabolic process,GO:0009223,IS_A,GO:0046386|GO:0009219|GO:0006244|GO:0009264
enterobactin biosynthetic process,GO:0009239,IS_A,GO:0033068|GO:0019540|GO:0009238|GO:0009713
lipid A biosynthetic process,GO:0009245,IS_A,GO:1901271|GO:0046493|GO:0008654|GO:0009247
protein secretion,GO:0009306,IS_A,GO:0032940|GO:0015031|GO:0002790|GO:0035592
FMN biosynthetic process,GO:0009398,IS_A,GO:0009260|GO:0009156|GO:0046444|GO:0042727
response to water,GO:0009415,IS_A,GO:0001101|GO:0009628|GO:1901700|GO:0010035
indoleacetic acid metabolic process,GO:0009683,IS_A,GO:0032787|GO:0042430|GO:0009850|GO:0034754
indoleacetic acid biosynthetic process,GO:0009684,IS_A,GO:0009851|GO:0042435|GO:0072330|GO:0009683
cytokinin metabolic process,GO:0009690,IS_A,GO:0046483|GO:0034754|GO:0009308|GO:0006725
phenylpropanoid biosynthetic process,GO:0009699,IS_A,GO:0044550|GO:0019438|GO:1901362|GO:0009698
tropane alkaloid biosynthetic process,GO:0009710,IS_A,GO:1901362|GO:0046448|GO:0009821|GO:0018130
chalcone biosynthetic process,GO:0009715,IS_A,GO:0009699|GO:0009714|GO:0120255|GO:0042181
response to brassinosteroid,GO:0009741,IS_A,GO:0033993|GO:0014070|GO:1901700|GO:0009725
cinnamic acid biosynthetic process,GO:0009800,IS_A,GO:0120255|GO:0072330|GO:0009803|GO:0009699
cinnamic acid metabolic process,GO:0009803,IS_A,GO:0009698|GO:0042537|GO:0032787|GO:0120254
stilbene biosynthetic process,GO:0009811,IS_A,GO:1901362|GO:0019438|GO:1900674|GO:0009810
pollen tube growth,GO:0009860,IS_A,GO:0000904|GO:0048588|GO:0003006|GO:0009932
positive regulation of signal transduction,GO:0009967,IS_A,GO:0023056|GO:0010647|GO:0048584|GO:0009966
seed dormancy process,GO:0010162,IS_A,GO:0022611|GO:0032501|GO:0003006|GO:0048609
regulation of isopentenyl diphosphate biosynthetic process,GO:0010322,IS_A,GO:0019747|GO:0071071|GO:0010565|GO:0010675
regulation of plant-type hypersensitive response,GO:0010363,IS_A,GO:0045088|GO:0043903|GO:0043067|GO:0080135
